gene_name,ensembl,description,entrezgene
Olr1714,ENSRNOG00000061444,olfactory receptor 1714 [Source:RGD Symbol;Acc:1332691],294175
AABR07058514.2,ENSRNOG00000037185,,NA
Fam25a,ENSRNOG00000055025,"family with sequence similarity 25, member A [Source:RGD Symbol;Acc:1584388]",684972
AABR07058514.3,ENSRNOG00000062075,,NA
Enthd1,ENSRNOG00000025344,ENTH domain containing 1 [Source:RGD Symbol;Acc:1587874],685900
Abcf1,ENSRNOG00000000799,ATP binding cassette subfamily F member 1 [Source:RGD Symbol;Acc:620286],85493
LOC102550314,ENSRNOG00000050229,uncharacterized LOC102550314 [Source:RGD Symbol;Acc:7600849],NA
AABR07026536.1,ENSRNOG00000019504,,NA
NEWGENE_1309551,ENSRNOG00000045569,nucleolar protein 8 [Source:RGD Symbol;Acc:11418826],361221
NEWGENE_1309551,ENSRNOG00000045569,nucleolar protein 8 [Source:RGD Symbol;Acc:11418826],108348063
AABR07041237.1,ENSRNOG00000061985,,NA
AABR07041239.1,ENSRNOG00000061965,,NA
Efhd1,ENSRNOG00000015596,"EF-hand domain family, member D1 [Source:RGD Symbol;Acc:1559565]",501181
Sept6,ENSRNOG00000043182,septin 6 [Source:RGD Symbol;Acc:1585082],691335
Adprhl1,ENSRNOG00000062013,ADP-ribosylhydrolase like 1 [Source:RGD Symbol;Acc:1305641],290880
AABR07048485.1,ENSRNOG00000051229,,NA
AABR07016332.1,ENSRNOG00000051064,,NA
Grtp1,ENSRNOG00000061995,growth hormone regulated TBC protein 1 [Source:RGD Symbol;Acc:1309210],361180
AABR07033657.1,ENSRNOG00000049380,,NA
Olr1868,ENSRNOG00000047298,olfactory receptor 1868 [Source:RGD Symbol;Acc:1303153],408030
AABR07044291.1,ENSRNOG00000061377,,NA
Cbr3,ENSRNOG00000001701,carbonyl reductase 3 [Source:RGD Symbol;Acc:1309728],304078
AABR07021565.1,ENSRNOG00000051201,,NA
Rufy4,ENSRNOG00000032991,RUN and FYVE domain containing 4 [Source:RGD Symbol;Acc:1560678],301510
Rabgap1l,ENSRNOG00000002736,RAB GTPase activating protein 1-like [Source:RGD Symbol;Acc:1304620],304914
RT1-M2,ENSRNOG00000049590,"RT1 class Ib, locus M2 [Source:RGD Symbol;Acc:3493]",24988
Wnk3,ENSRNOG00000002537,WNK lysine deficient protein kinase 3 [Source:RGD Symbol;Acc:1563131],317420
Nlgn1,ENSRNOG00000032576,neuroligin 1 [Source:RGD Symbol;Acc:621117],116647
AC141521.3,ENSRNOG00000062018,,NA
Uqcc2,ENSRNOG00000025909,ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:RGD Symbol;Acc:1306917],361805
AABR07048486.1,ENSRNOG00000051351,,NA
AABR07007035.1,ENSRNOG00000061485,,NA
AABR07004912.2,ENSRNOG00000051224,,NA
AABR07048487.2,ENSRNOG00000051227,,NA
Mrpl18,ENSRNOG00000014582,mitochondrial ribosomal protein L18 [Source:RGD Symbol;Acc:1306387],292244
Fam160b1,ENSRNOG00000017225,"family with sequence similarity 160, member B1 [Source:RGD Symbol;Acc:1306116]",361774
AABR07048487.1,ENSRNOG00000051121,,NA
AABR07039147.1,ENSRNOG00000051133,,NA
AABR07014301.2,ENSRNOG00000050982,,NA
AABR07039147.2,ENSRNOG00000051215,,NA
AABR07014301.3,ENSRNOG00000062001,,NA
Eda,ENSRNOG00000032208,ectodysplasin-A [Source:RGD Symbol;Acc:1563178],302424
Parn,ENSRNOG00000002912,poly(A)-specific ribonuclease [Source:RGD Symbol;Acc:1565449],360464
Mapk10,ENSRNOG00000002079,mitogen activated protein kinase 10 [Source:RGD Symbol;Acc:3663],25272
Ip6k3,ENSRNOG00000025883,inositol hexakisphosphate kinase 3 [Source:RGD Symbol;Acc:1584104],688862
AC141521.4,ENSRNOG00000062059,,NA
Alx3,ENSRNOG00000018290,ALX homeobox 3 [Source:RGD Symbol;Acc:1359270],365900
Plek,ENSRNOG00000005214,pleckstrin [Source:RGD Symbol;Acc:1308269],364206
Clpsl2,ENSRNOG00000038807,colipase-like 2 [Source:RGD Symbol;Acc:1592336],689425
Sowahd,ENSRNOG00000049392,sosondowah ankyrin repeat domain family member D [Source:RGD Symbol;Acc:1563086],367699
Cnrip1,ENSRNOG00000005326,cannabinoid receptor interacting protein 1 [Source:RGD Symbol;Acc:1308373],364208
Exosc2,ENSRNOG00000009245,exosome component 2 [Source:RGD Symbol;Acc:1306573],366017
AC098180.1,ENSRNOG00000060606,,NA
Clps,ENSRNOG00000000510,colipase [Source:RGD Symbol;Acc:2363],25680
AABR07004914.1,ENSRNOG00000062114,,NA
AABR07014301.4,ENSRNOG00000062040,,NA
Stim1,ENSRNOG00000020425,stromal interaction molecule 1 [Source:RGD Symbol;Acc:1306831],361618
Tcaf2,ENSRNOG00000030222,TRPM8 channel-associated factor 2 [Source:RGD Symbol;Acc:6487302],100912416
LOC103694404,ENSRNOG00000043348,60S ribosomal protein L39 [Source:RGD Symbol;Acc:9200697],25347
LOC103694404,ENSRNOG00000043348,60S ribosomal protein L39 [Source:RGD Symbol;Acc:9200697],103690821
LOC103694404,ENSRNOG00000043348,60S ribosomal protein L39 [Source:RGD Symbol;Acc:9200697],103692785
LOC103694404,ENSRNOG00000043348,60S ribosomal protein L39 [Source:RGD Symbol;Acc:9200697],103692831
LOC103694404,ENSRNOG00000043348,60S ribosomal protein L39 [Source:RGD Symbol;Acc:9200697],103693375
LOC103694404,ENSRNOG00000043348,60S ribosomal protein L39 [Source:RGD Symbol;Acc:9200697],103694169
LOC103694404,ENSRNOG00000043348,60S ribosomal protein L39 [Source:RGD Symbol;Acc:9200697],103694404
Top2b,ENSRNOG00000048795,DNA topoisomerase II beta [Source:RGD Symbol;Acc:1586156],361100
Msh2,ENSRNOG00000015796,mutS homolog 2 [Source:RGD Symbol;Acc:620786],81709
Lhfpl5,ENSRNOG00000022283,LHFPL tetraspan subfamily member 5 [Source:RGD Symbol;Acc:1359370],294303
Ccdc103,ENSRNOG00000002905,coiled-coil domain containing 103 [Source:RGD Symbol;Acc:1562370],498006
Cerkl,ENSRNOG00000030212,ceramide kinase-like [Source:RGD Symbol;Acc:1561057],NA
AABR07044429.1,ENSRNOG00000062058,,NA
Srpk1,ENSRNOG00000000511,SRSF protein kinase 1 [Source:RGD Symbol;Acc:1308272],361811
Kcnj13,ENSRNOG00000016057,potassium voltage-gated channel subfamily J member 13 [Source:RGD Symbol;Acc:621661],94341
Dpyd,ENSRNOG00000017105,dihydropyrimidine dehydrogenase [Source:RGD Symbol;Acc:621218],81656
AABR07068272.1,ENSRNOG00000023577,GRB10 interacting GYF protein 2 [Source:NCBI gene;Acc:100362458],100362458
AABR07052611.1,ENSRNOG00000055145,,NA
Ldb3,ENSRNOG00000059166,LIM domain binding 3 [Source:RGD Symbol;Acc:1564875],498587
Upf3b,ENSRNOG00000039994,"UPF3B, regulator of nonsense mediated mRNA decay [Source:RGD Symbol;Acc:1560264]",313449
Slc31a2,ENSRNOG00000013631,solute carrier family 31 member 2 [Source:RGD Symbol;Acc:1307963],298091
AABR07019403.1,ENSRNOG00000058057,,NA
AC095947.4,ENSRNOG00000051079,,NA
AABR07044293.1,ENSRNOG00000051909,,NA
AABR07060394.2,ENSRNOG00000059669,,NA
AABR07009770.1,ENSRNOG00000061972,,NA
Aco2,ENSRNOG00000024128,aconitase 2 [Source:RGD Symbol;Acc:621360],79250
Fam178b,ENSRNOG00000023941,"family with sequence similarity 178, member B [Source:RGD Symbol;Acc:1564591]",501125
AABR07044308.1,ENSRNOG00000042370,,NA
Rad51d,ENSRNOG00000021780,RAD51 paralog D [Source:RGD Symbol;Acc:1306944],303375
AABR07034923.1,ENSRNOG00000051294,,NA
Cxcr2,ENSRNOG00000014269,C-X-C motif chemokine receptor 2 [Source:RGD Symbol;Acc:2906],29385
Slc26a8,ENSRNOG00000000512,solute carrier family 26 member 8 [Source:RGD Symbol;Acc:1308898],309646
Olr1718,ENSRNOG00000054154,olfactory receptor 1718 [Source:RGD Symbol;Acc:1333711],405205
AABR07039153.2,ENSRNOG00000051321,,NA
FAM187A,ENSRNOG00000002918,"family with sequence similarity 187, member A [Source:RGD Symbol;Acc:1307851]",287741
Ube3c,ENSRNOG00000010702,ubiquitin protein ligase E3C [Source:RGD Symbol;Acc:1559986],362294
Ppp1r10,ENSRNOG00000059268,"protein phosphatase 1, regulatory subunit 10 [Source:RGD Symbol;Acc:620079]",65045
AABR07009775.1,ENSRNOG00000062028,,NA
AABR07039153.1,ENSRNOG00000051290,,NA
Nkap,ENSRNOG00000053813,NFKB activating protein [Source:RGD Symbol;Acc:1565955],298342
Nmbr,ENSRNOG00000012103,neuromedin B receptor [Source:MGI Symbol;Acc:MGI:1100525],NA
Otud6a,ENSRNOG00000042687,OTU deubiquitinase 6A [Source:RGD Symbol;Acc:1560855],302426
Awat2,ENSRNOG00000003030,acyl-CoA wax alcohol acyltransferase 2 [Source:RGD Symbol;Acc:1565111],302425
Neurod1,ENSRNOG00000005609,neuronal differentiation 1 [Source:RGD Symbol;Acc:3165],29458
Aspn,ENSRNOG00000050431,asporin [Source:RGD Symbol;Acc:1549776],103690027
AABR07052613.1,ENSRNOG00000060951,,NA
Akap14,ENSRNOG00000006899,A-kinase anchoring protein 14 [Source:RGD Symbol;Acc:708510],60332
LOC679342,ENSRNOG00000062220,hypothetical protein LOC679342 [Source:RGD Symbol;Acc:1589530],679342
Bri3,ENSRNOG00000001009,brain protein I3 [Source:RGD Symbol;Acc:1309187],304284
Gfap,ENSRNOG00000002919,glial fibrillary acidic protein [Source:RGD Symbol;Acc:2679],24387
AABR07072539.2,ENSRNOG00000056825,,NA
Ogn,ENSRNOG00000047786,osteoglycin [Source:RGD Symbol;Acc:1308171],108348095
AABR07044308.4,ENSRNOG00000057560,,NA
LOC108348144,ENSRNOG00000052226,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 [Source:RGD Symbol;Acc:11430296],108348144
Omd,ENSRNOG00000039560,osteomodulin [Source:RGD Symbol;Acc:621818],83717
Omd,ENSRNOG00000039560,osteomodulin [Source:RGD Symbol;Acc:621818],103690116
AC111847.1,ENSRNOG00000062294,,NA
Hs6st3,ENSRNOG00000037886,heparan sulfate 6-O-sulfotransferase 3 [Source:RGD Symbol;Acc:1305888],364476
AC125982.2,ENSRNOG00000052743,,NA
AABR07037436.1,ENSRNOG00000049908,"family with sequence similarity 104, member B [Source:NCBI gene;Acc:100359832]",100359832
AABR07072539.4,ENSRNOG00000062180,,NA
LOC100910978,ENSRNOG00000031716,extracellular matrix protein 2-like [Source:RGD Symbol;Acc:6495594],100361383
AABR07021571.1,ENSRNOG00000051271,,NA
Cxcr1,ENSRNOG00000048239,C-X-C motif chemokine receptor 1 [Source:RGD Symbol;Acc:2905],54258
AABR07037419.1,ENSRNOG00000038965,,100362724
AABR07072539.5,ENSRNOG00000062303,,NA
AABR07037451.2,ENSRNOG00000062231,,NA
Mcc,ENSRNOG00000062232,"MCC, WNT signaling pathway regulator [Source:RGD Symbol;Acc:1561988]",307449
Phf20l1,ENSRNOG00000005486,PHD finger protein 20-like 1 [Source:RGD Symbol;Acc:1560141],314964
Mapk14,ENSRNOG00000000513,mitogen activated protein kinase 14 [Source:RGD Symbol;Acc:70496],81649
AABR07037451.3,ENSRNOG00000062300,,NA
AABR07038714.1,ENSRNOG00000051287,,NA
Mettl16,ENSRNOG00000002764,methyltransferase like 16 [Source:MGI Symbol;Acc:MGI:1914743],NA
Epcam,ENSRNOG00000015667,epithelial cell adhesion molecule [Source:RGD Symbol;Acc:621365],171577
Dop1b,ENSRNOG00000051204,DOP1 leucine zipper like protein B [Source:RGD Symbol;Acc:1306097],304077
LOC103689977,ENSRNOG00000009508,caspase-6 [Source:RGD Symbol;Acc:9205219],83584
LOC103689977,ENSRNOG00000009508,caspase-6 [Source:RGD Symbol;Acc:9205219],103689977
Spata16,ENSRNOG00000024521,spermatogenesis associated 16 [Source:RGD Symbol;Acc:1563726],294932
Cops8,ENSRNOG00000019635,COP9 signalosome subunit 8 [Source:RGD Symbol;Acc:1311404],363283
Rnf113a1,ENSRNOG00000059412,ring finger protein 113A1 [Source:RGD Symbol;Acc:1359693],108348079
Mcub,ENSRNOG00000009433,mitochondrial calcium uniporter dominant negative beta subunit [Source:RGD Symbol;Acc:1305326],295462
Lrrc71,ENSRNOG00000014937,leucine rich repeat containing 71 [Source:RGD Symbol;Acc:1309453],310689
Olr1722,ENSRNOG00000053949,olfactory receptor 1722 [Source:RGD Symbol;Acc:1334000],406016
AABR07044308.2,ENSRNOG00000051398,,NA
AC113837.1,ENSRNOG00000051207,,NA
LOC108348152,ENSRNOG00000054164,rhox homeobox family member 2-like [Source:RGD Symbol;Acc:11409898],501507
LOC108348152,ENSRNOG00000054164,rhox homeobox family member 2-like [Source:RGD Symbol;Acc:11409898],108348152
Cox5b,ENSRNOG00000016660,cytochrome c oxidase subunit 5B [Source:RGD Symbol;Acc:620608],94194
Smlr1,ENSRNOG00000047821,small leucine-rich protein 1 [Source:RGD Symbol;Acc:1586664],686032
Olr1726,ENSRNOG00000053091,olfactory receptor 1726 [Source:RGD Symbol;Acc:1332651],405204
LOC103689929,ENSRNOG00000058333,homeobox protein Rhox5-like [Source:RGD Symbol;Acc:9418829],313451
Otud6b,ENSRNOG00000006636,OTU domain containing 6B [Source:RGD Symbol;Acc:1310024],297911
Prdm12,ENSRNOG00000009218,PR/SET domain 12 [Source:RGD Symbol;Acc:1586401],688699
AC107580.1,ENSRNOG00000061951,,NA
Pnldc1,ENSRNOG00000023140,"PARN like, ribonuclease domain containing 1 [Source:RGD Symbol;Acc:1308678]",361478
Rrm1,ENSRNOG00000045752,ribonucleotide reductase catalytic subunit M1 [Source:RGD Symbol;Acc:1592569],685579
AABR07017296.1,ENSRNOG00000051342,,NA
Dgke,ENSRNOG00000002338,diacylglycerol kinase epsilon [Source:RGD Symbol;Acc:1560914],497978
AABR07044308.3,ENSRNOG00000056415,,NA
Rhox3,ENSRNOG00000053351,reproductive homeobox on X chromosome 3 [Source:RGD Symbol;Acc:2301305],100190895
Clvs2,ENSRNOG00000012122,clavesin 2 [Source:RGD Symbol;Acc:1306801],NA
AABR07038714.2,ENSRNOG00000051327,,NA
AABR07000765.3,ENSRNOG00000062163,,NA
Brca2,ENSRNOG00000001111,"BRCA2, DNA repair associated [Source:RGD Symbol;Acc:2219]",360254
AABR07000765.1,ENSRNOG00000062105,,NA
Mapk13,ENSRNOG00000000515,mitogen activated protein kinase 13 [Source:RGD Symbol;Acc:3045],29513
AABR07044311.1,ENSRNOG00000026374,,NA
Slc39a7,ENSRNOG00000000465,solute carrier family 39 member 7 [Source:RGD Symbol;Acc:1593280],294281
Fsip2,ENSRNOG00000051199,fibrous sheath-interacting protein 2 [Source:RGD Symbol;Acc:1593013],680315
Olr1724,ENSRNOG00000050438,olfactory receptor 1724 [Source:RGD Symbol;Acc:1334019],294183
AC113837.2,ENSRNOG00000061854,,NA
Rc3h1,ENSRNOG00000002750,ring finger and CCCH-type domains 1 [Source:RGD Symbol;Acc:1563512],680586
AABR07038729.1,ENSRNOG00000060566,,NA
Mnt,ENSRNOG00000002894,MAX network transcriptional repressor [Source:RGD Symbol;Acc:1308683],287521
Fndc8,ENSRNOG00000008264,fibronectin type III domain containing 8 [Source:RGD Symbol;Acc:1310708],303376
AABR07038752.1,ENSRNOG00000051276,,NA
AABR07028979.1,ENSRNOG00000045696,,NA
Nle1,ENSRNOG00000008287,notchless homolog 1 [Source:RGD Symbol;Acc:1308301],303372
Bfar,ENSRNOG00000003151,bifunctional apoptosis regulator [Source:RGD Symbol;Acc:1304791],304709
Rhox8,ENSRNOG00000031534,Rhox homeobox family member 8 [Source:RGD Symbol;Acc:1561047],503423
AABR07017308.1,ENSRNOG00000051328,,NA
Igbp1,ENSRNOG00000026267,immunoglobulin binding protein 1 [Source:RGD Symbol;Acc:62011],58845
AABR07060394.1,ENSRNOG00000050918,,NA
Brms1l,ENSRNOG00000051077,BRMS1 like transcriptional repressor [Source:RGD Symbol;Acc:1306006],299053
Rhox2,ENSRNOG00000040013,Rhox homeobox family member 2 [Source:RGD Symbol;Acc:1588607],363439
Rhox2,ENSRNOG00000040013,Rhox homeobox family member 2 [Source:RGD Symbol;Acc:1588607],298353
Bhlha15,ENSRNOG00000025164,"basic helix-loop-helix family, member a15 [Source:RGD Symbol;Acc:3091]",25334
Actr1b,ENSRNOG00000016789,ARP1 actin related protein 1 homolog B [Source:RGD Symbol;Acc:1307380],316333
Tecpr1,ENSRNOG00000001010,tectonin beta-propeller repeat containing 1 [Source:RGD Symbol;Acc:1306873],304285
AABR07068316.2,ENSRNOG00000059440,,NA
Brms1l,ENSRNOG00000008249,BRMS1 like transcriptional repressor [Source:RGD Symbol;Acc:1306006],299053
Rhox5,ENSRNOG00000046548,Rhox homeobox family member 5 [Source:RGD Symbol;Acc:3295],24631
Dxo,ENSRNOG00000000422,decapping exoribonuclease [Source:RGD Symbol;Acc:1303267],361799
AABR07044297.2,ENSRNOG00000058671,,NA
Ncf1,ENSRNOG00000001480,neutrophil cytosolic factor 1 [Source:RGD Symbol;Acc:61307],114553
AABR07038761.1,ENSRNOG00000003115,,NA
LOC100364002,ENSRNOG00000050457,reproductive homeobox 9-like [Source:RGD Symbol;Acc:2321855],100364002
AABR07038766.1,ENSRNOG00000030346,,NA
Opn4,ENSRNOG00000053893,opsin 4 [Source:RGD Symbol;Acc:621701],192223
AABR07072807.1,ENSRNOG00000028035,,NA
AC131874.1,ENSRNOG00000052876,,NA
AABR07044297.1,ENSRNOG00000051451,,NA
Kcnk12,ENSRNOG00000016110,potassium two pore domain channel subfamily K member 12 [Source:RGD Symbol;Acc:68940],64119
Kif18b,ENSRNOG00000021713,kinesin family member 18B [Source:RGD Symbol;Acc:1310360],303575
Brpf3,ENSRNOG00000028641,"bromodomain and PHD finger containing, 3 [Source:RGD Symbol;Acc:1306868]",309647
Glrx,ENSRNOG00000012183,glutaredoxin [Source:RGD Symbol;Acc:70951],64045
AABR07003250.2,ENSRNOG00000062061,,NA
Arpc2,ENSRNOG00000014289,"actin related protein 2/3 complex, subunit 2 [Source:RGD Symbol;Acc:1305848]",301511
Ifitm7,ENSRNOG00000021674,interferon induced transmembrane protein 7 [Source:RGD Symbol;Acc:1306466],288244
Shank1,ENSRNOG00000019207,SH3 and multiple ankyrin repeat domains 1 [Source:RGD Symbol;Acc:621011],78957
Fam115e,ENSRNOG00000038872,"family with sequence similarity 115, member E [Source:RGD Symbol;Acc:1359405]",494321
Olr1730,ENSRNOG00000000759,olfactory receptor 1730 [Source:RGD Symbol;Acc:1334062],408031
Olr1730,ENSRNOG00000000759,olfactory receptor 1730 [Source:RGD Symbol;Acc:1334062],294187
AABR07041246.1,ENSRNOG00000062044,,NA
AABR07041247.4,ENSRNOG00000062064,,NA
AABR07072449.1,ENSRNOG00000011809,RPGR interacting protein 1 [Source:NCBI gene;Acc:305850],305850
RGD1565059,ENSRNOG00000021324,similar to hypothetical protein E130311K13 [Source:RGD Symbol;Acc:1565059],499630
Skiv2l,ENSRNOG00000000421,Ski2 like RNA helicase [Source:RGD Symbol;Acc:1303059],294260
Rbmx2,ENSRNOG00000007371,"RNA binding motif protein, X-linked 2 [Source:RGD Symbol;Acc:1562693]",367930
AABR07059168.2,ENSRNOG00000061080,lysine methyltransferase 2C [Source:NCBI gene;Acc:502710],502710
AABR07041627.1,ENSRNOG00000062266,,NA
Fubp3,ENSRNOG00000009139,far upstream element binding protein 3 [Source:RGD Symbol;Acc:1307004],362106
Pnpla1,ENSRNOG00000028622,patatin-like phospholipase domain containing 1 [Source:RGD Symbol;Acc:1306685],361812
AABR07044441.1,ENSRNOG00000062063,,NA
Mcc,ENSRNOG00000011271,"MCC, WNT signaling pathway regulator [Source:RGD Symbol;Acc:1561988]",307449
Ect2,ENSRNOG00000024365,epithelial cell transforming 2 [Source:RGD Symbol;Acc:1308524],361921
AABR07044299.1,ENSRNOG00000060903,,NA
AABR07044442.1,ENSRNOG00000016997,,NA
AABR07038768.1,ENSRNOG00000051144,,NA
AC112568.6,ENSRNOG00000060724,,NA
AABR07034928.1,ENSRNOG00000034215,,NA
Shank3,ENSRNOG00000052296,SH3 and multiple ankyrin repeat domains 3 [Source:RGD Symbol;Acc:69264],59312
AC120486.1,ENSRNOG00000027873,,NA
AABR07068316.1,ENSRNOG00000019648,collagen type VI alpha 3 chain [Source:NCBI gene;Acc:367313],367313
Morc3,ENSRNOG00000026236,MORC family CW-type zinc finger 3 [Source:RGD Symbol;Acc:1307924],304074
Enox2,ENSRNOG00000030622,ecto-NOX disulfide-thiol exchanger 2 [Source:RGD Symbol;Acc:1563643],302817
Pip4p2,ENSRNOG00000006697,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:RGD Symbol;Acc:1306225]",362490
Stxbp4,ENSRNOG00000032768,syntaxin binding protein 4 [Source:RGD Symbol;Acc:1307903],303443
AC112568.2,ENSRNOG00000050133,,NA
AABR07047323.2,ENSRNOG00000062186,,NA
AABR07000765.2,ENSRNOG00000062138,,NA
Cox11,ENSRNOG00000052096,"COX11, cytochrome c oxidase copper chaperone [Source:RGD Symbol;Acc:9174727]",690300
Cox11,ENSRNOG00000052096,"COX11, cytochrome c oxidase copper chaperone [Source:RGD Symbol;Acc:9174727]",103693419
AABR07044444.2,ENSRNOG00000062065,,NA
AABR07026537.1,ENSRNOG00000061947,,NA
Lamp1,ENSRNOG00000019629,lysosomal-associated membrane protein 1 [Source:RGD Symbol;Acc:2989],25328
Pxt1,ENSRNOG00000000516,"peroxisomal, testis specific 1 [Source:MGI Symbol;Acc:MGI:1916557]",NA
Vwa3b,ENSRNOG00000023566,von Willebrand factor A domain containing 3B [Source:RGD Symbol;Acc:1562560],501126
Dgat2l6,ENSRNOG00000038046,diacylglycerol O-acyltransferase 2-like 6 [Source:RGD Symbol;Acc:1596935],678749
Kctd20,ENSRNOG00000000517,potassium channel tetramerization domain containing 20 [Source:RGD Symbol;Acc:1309887],294307
Tie1,ENSRNOG00000020173,tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:RGD Symbol;Acc:621642],89806
Lrrc4c,ENSRNOG00000029798,leucine rich repeat containing 4C [Source:RGD Symbol;Acc:1311013],311236
AC098008.4,ENSRNOG00000055775,,NA
AC098008.3,ENSRNOG00000051318,,NA
AC120486.2,ENSRNOG00000031065,"RT1 class I, locus M1, 2 [Source:NCBI gene;Acc:414786]",414786
Awat1,ENSRNOG00000026231,acyl-CoA wax alcohol acyltransferase 1 [Source:RGD Symbol;Acc:1587163],679520
Stk38,ENSRNOG00000000519,serine/threonine kinase 38 [Source:RGD Symbol;Acc:1309455],361813
LOC682831,ENSRNOG00000050041,"similar to melanoma antigen family B, 3 [Source:RGD Symbol;Acc:1594017]",682831
Comp,ENSRNOG00000048472,cartilage oligomeric matrix protein [Source:RGD Symbol;Acc:2378],25304
LOC100912373,ENSRNOG00000047537,uncharacterized LOC100912373 [Source:RGD Symbol;Acc:6487307],NA
AABR07038788.1,ENSRNOG00000029559,,NA
Pno1,ENSRNOG00000005524,partner of NOB1 homolog [Source:RGD Symbol;Acc:727882],289809
Sec24b,ENSRNOG00000023373,"SEC24 homolog B, COPII coat complex component [Source:RGD Symbol;Acc:1309358]",295461
AABR07016428.1,ENSRNOG00000057321,,NA
Wdr92,ENSRNOG00000022857,WD repeat domain 92 [Source:RGD Symbol;Acc:1563863],498418
Rxrb,ENSRNOG00000000464,retinoid X receptor beta [Source:RGD Symbol;Acc:3611],361801
Cstf3,ENSRNOG00000012089,cleavage stimulation factor subunit 3 [Source:RGD Symbol;Acc:1305901],362178
Ppp3r1,ENSRNOG00000043210,"protein phosphatase 3, regulatory subunit B, alpha [Source:RGD Symbol;Acc:69230]",29748
Supt16h,ENSRNOG00000011953,"SPT16 homolog, facilitates chromatin remodeling subunit [Source:RGD Symbol;Acc:1310032]",305851
AABR07062858.1,ENSRNOG00000062235,,NA
Arhgap36,ENSRNOG00000007552,Rho GTPase activating protein 36 [Source:RGD Symbol;Acc:1565967],302819
Serpinc1,ENSRNOG00000002783,serpin family C member 1 [Source:RGD Symbol;Acc:1307404],304917
LOC103690064,ENSRNOG00000049822,m7GpppN-mRNA hydrolase-like [Source:RGD Symbol;Acc:9339896],103690064
